"toot_id";"created_at";"account";"toot_mentions_account"
1833272;"2017-04-06T23:41:23.000Z";"57753@toot.cafe";"None"
1833269;"2017-04-06T23:41:17.000Z";"53695@social.tchncs.de";"None"
1833456;"2017-04-06T23:43:52.000Z";"7215@quitter.is";"None"
1833449;"2017-04-06T23:44:05.463Z";"11784@mastodon.social";"None"
1833442;"2017-04-06T23:44:01.843Z";"19421@mastodon.social";"None"
1833441;"2017-04-06T23:43:54.000Z";"58048@toot.cat";"None"
1833435;"2017-04-06T23:43:49.000Z";"25262@icosahedron.website";"None"
1833408;"2017-04-06T23:43:31.000Z";"53563@mastodon.network";"None"
1833403;"2017-04-06T23:43:30.658Z";"10207@mastodon.social";"None"
1833401;"2017-04-06T23:42:42.000Z";"52815@mastodon.cloud";"None"
1833386;"2017-04-06T23:43:09.511Z";"15690@mastodon.social";"None"
1833370;"2017-04-06T23:42:50.000Z";"49533@social.targaryen.house";"None"
1833362;"2017-04-06T23:42:44.000Z";"50768@witches.town";"None"
1833352;"2017-04-06T23:42:33.000Z";"44551@mastodon.cloud";"None"
1833351;"2017-04-06T23:42:39.000Z";"57095@social.intensifi.es";"None"
1833344;"2017-04-06T23:42:38.139Z";"27554@mastodon.social";"None"
1833341;"2017-04-06T23:42:34.000Z";"47797@social.targaryen.house";"None"
1833560;"2017-04-06T23:41:31.000Z";"54814@octodon.social";"None"
1833556;"2017-04-06T23:40:42.000Z";"48895@octodon.social";"None"
1833555;"2017-04-06T23:45:27.000Z";"51502@mastodon.technology";"None"
1833536;"2017-04-06T23:45:11.465Z";"12353@mastodon.social";"None"
1833535;"2017-04-06T23:45:00.000Z";"53051@social.tchncs.de";"None"
1833525;"2017-04-06T23:44:43.000Z";"58048@toot.cat";"None"
1833523;"2017-04-06T23:36:33.000Z";"46592@octodon.social";"None"
1833520;"2017-04-06T23:45:02.267Z";"35493@mastodon.social";"None"
1833514;"2017-04-06T23:44:53.648Z";"11463@mastodon.social";"None"
1833509;"2017-04-06T23:44:48.610Z";"24660@mastodon.social";"None"
1833503;"2017-04-06T23:44:42.780Z";"30606@mastodon.social";"None"
1833497;"2017-04-06T22:30:14.000Z";"57982@octodon.social";"None"
1833495;"2017-04-06T23:33:43.000Z";"49257@octodon.social";"None"
1833490;"2017-04-06T23:44:34.000Z";"56056@toot.cafe";"None"
1833489;"2017-04-06T23:44:32.980Z";"40382@mastodon.social";"None"
1833474;"2017-04-06T23:44:19.000Z";"47594@pouet.it";"None"
1833471;"2017-04-06T23:44:20.000Z";"49533@social.targaryen.house";"None"
1833467;"2017-04-06T23:44:19.178Z";"15809@mastodon.social";"None"
1833648;"2017-04-06T23:46:37.000Z";"54889@mastodon.club";"None"
1833637;"2017-04-06T23:46:27.000Z";"53051@social.tchncs.de";"None"
1833635;"2017-04-06T23:46:26.316Z";"21255@mastodon.social";"None"
1833634;"2017-04-06T23:45:27.000Z";"25262@icosahedron.website";"None"
1833633;"2017-04-06T23:45:16.000Z";"45541@icosahedron.website";"None"
1833627;"2017-04-06T23:46:20.480Z";"30606@mastodon.social";"None"
1833625;"2017-04-06T23:45:24.000Z";"18593@socially.constructed.space";"None"
1833616;"2017-04-06T23:45:18.000Z";"58601@gs.archae.me";"None"
1833613;"2017-04-06T23:42:04.000Z";"46592@octodon.social";"None"
1833612;"2017-04-06T23:37:27.000Z";"53170@octodon.social";"None"
1833606;"2017-04-06T23:46:03.000Z";"52125@slime.global";"None"
1833592;"2017-04-06T23:45:26.000Z";"58048@toot.cat";"None"
1833582;"2017-04-06T23:44:37.000Z";"49257@octodon.social";"None"
1833581;"2017-04-06T23:45:10.000Z";"53733@octodon.social";"None"
1833577;"2017-04-06T23:45:41.468Z";"15690@mastodon.social";"None"
1833565;"2017-04-06T23:42:28.000Z";"53733@octodon.social";"None"
1833720;"2017-04-06T23:46:29.000Z";"53695@social.tchncs.de";"None"
1833719;"2017-04-06T23:45:03.000Z";"39802@gs.archae.me";"None"
1833717;"2017-04-06T23:47:36.000Z";"47988@physi.cc";"None"
1833716;"2017-04-06T23:47:27.000Z";"40977@icosahedron.website";"None"
1833708;"2017-04-06T23:46:11.000Z";"52876@slime.global";"None"
1833705;"2017-04-06T23:47:24.837Z";"27521@mastodon.social";"None"
1833702;"2017-04-06T23:47:23.726Z";"37039@mastodon.social";"None"
1833697;"2017-04-06T23:47:19.860Z";"26126@mastodon.social";"None"
1833695;"2017-04-06T23:47:16.000Z";"49150@witches.town";"None"
1833688;"2017-04-06T23:47:06.000Z";"54522@mastodon.cloud";"None"
1833683;"2017-04-06T23:47:07.866Z";"26733@mastodon.social";"None"
1833675;"2017-04-06T23:47:00.843Z";"27367@mastodon.social";"None"
1833671;"2017-04-06T23:46:54.000Z";"56309@mastodon.cloud";"None"
1833662;"2017-04-06T23:46:31.000Z";"53051@social.tchncs.de";"None"
1833661;"2017-04-06T23:46:35.000Z";"53051@social.tchncs.de";"None"
1833659;"2017-04-06T23:46:28.000Z";"52876@slime.global";"None"
1833658;"2017-04-06T23:45:52.000Z";"49850@social.lou.lt";"None"
1833651;"2017-04-06T23:45:42.000Z";"46975@icosahedron.website";"None"
1833650;"2017-04-06T23:46:40.000Z";"57095@social.intensifi.es";"None"
1833802;"2017-04-06T23:48:57.173Z";"14456@mastodon.social";"None"
1833797;"2017-04-06T23:43:24.000Z";"58644@mastodon.network";"None"
1833793;"2017-04-06T23:48:49.000Z";"52132@oc.todon.fr";"None"
1833792;"2017-04-06T23:48:47.035Z";"36546@mastodon.social";"None"
1833791;"2017-04-06T23:48:46.849Z";"40742@mastodon.social";"None"
1833790;"2017-04-06T23:48:35.000Z";"25262@icosahedron.website";"None"
1833789;"2017-04-06T23:48:41.000Z";"53477@octodon.social";"None"
1833778;"2017-04-06T16:14:52.000Z";"48312@mastodon.xyz";"None"
1833773;"2017-04-06T23:48:32.641Z";"15690@mastodon.social";"None"
1833769;"2017-04-06T23:48:25.953Z";"14193@mastodon.social";"None"
1833761;"2017-04-06T23:48:10.000Z";"53051@social.tchncs.de";"None"
1833756;"2017-04-06T23:48:18.572Z";"9676@mastodon.social";"None"
1833755;"2017-04-06T23:48:14.000Z";"54697@social.targaryen.house";"None"
1833754;"2017-04-06T16:14:26.000Z";"48494@mastodon.xyz";"None"
1833732;"2017-04-06T23:47:48.000Z";"28455@awoo.space";"None"
1833730;"2017-04-06T23:47:50.000Z";"41335@mastodon.rocks";"None"
1833727;"2017-04-06T23:42:44.000Z";"54614@octodon.social";"None"
1833723;"2017-04-06T23:45:42.000Z";"49994@toot.cat";"None"
1833896;"2017-04-06T23:50:09.000Z";"46852@icosahedron.website";"None"
1833882;"2017-04-06T23:50:07.417Z";"13575@mastodon.social";"None"
1833880;"2017-04-06T16:16:45.000Z";"48593@mastodon.xyz";"None"
1833879;"2017-04-06T23:50:03.000Z";"38124@icosahedron.website";"None"
1833873;"2017-04-06T16:16:39.000Z";"46704@mastodon.xyz";"None"
1833871;"2017-04-06T23:50:00.671Z";"33847@mastodon.social";"None"
1833869;"2017-04-06T23:11:28.000Z";"58648@aleph.land";"None"
1833864;"2017-04-06T23:49:55.721Z";"11805@mastodon.social";"None"
1833858;"2017-04-06T16:16:18.000Z";"47524@mastodon.xyz";"None"
1833854;"2017-04-06T23:49:48.140Z";"40382@mastodon.social";"None"
1833850;"2017-04-06T23:49:43.000Z";"54416@mastodon.ninetailed.uk";"None"
1833843;"2017-04-06T23:49:33.907Z";"32481@mastodon.social";"None"
1833837;"2017-04-06T14:42:12.000Z";"35080@mastodon.xyz";"None"
1833836;"2017-04-06T13:44:14.000Z";"47381@mastodon.xyz";"None"
1833834;"2017-04-06T16:15:16.000Z";"46910@mastodon.xyz";"None"
1833830;"2017-04-06T23:49:23.000Z";"47214@social.lou.lt";"None"
1833823;"2017-04-06T23:49:20.429Z";"27957@mastodon.social";"None"
1833817;"2017-04-06T23:49:11.000Z";"47341@toot.cafe";"None"
1833811;"2017-04-06T23:48:58.000Z";"53051@social.tchncs.de";"None"
1833994;"2017-04-06T16:19:21.000Z";"45413@mastodon.xyz";"None"
1833991;"2017-04-06T23:51:23.000Z";"46852@icosahedron.website";"None"
1833988;"2017-04-06T23:51:23.000Z";"51502@mastodon.technology";"None"
1833986;"2017-04-06T23:51:22.000Z";"47797@social.targaryen.house";"None"
1833985;"2017-04-06T23:51:19.646Z";"40382@mastodon.social";"None"
1833979;"2017-04-06T23:49:54.000Z";"56026@octodon.social";"None"
1833962;"2017-04-06T23:51:02.000Z";"16819@animalliberation.social";"None"
1833952;"2017-04-06T23:50:58.788Z";"12182@mastodon.social";"None"
1833951;"2017-04-06T23:49:01.000Z";"58608@octodon.social";"None"
1833946;"2017-04-06T21:06:53.000Z";"58651@quitter.se";"None"
1833944;"2017-04-06T23:50:50.000Z";"53051@social.tchncs.de";"None"
1833932;"2017-04-06T23:50:45.000Z";"53222@cybre.space";"None"
1833931;"2017-04-06T23:50:43.000Z";"54281@acab.land";"None"
1833919;"2017-04-06T16:18:05.000Z";"48647@mastodon.xyz";"None"
1833917;"2017-04-06T16:17:52.000Z";"47348@mastodon.xyz";"None"
1833916;"2017-04-06T18:56:48.000Z";"15272@quitter.se";"None"
1833899;"2017-04-06T23:50:20.092Z";"21255@mastodon.social";"None"
1833897;"2017-04-06T23:50:10.000Z";"53051@social.tchncs.de";"None"
1834109;"2017-04-06T23:53:08.816Z";"27599@mastodon.social";"None"
1834105;"2017-04-06T23:53:04.284Z";"34294@mastodon.social";"None"
1834101;"2017-04-06T23:52:59.000Z";"49016@octodon.social";"None"
1834092;"2017-04-06T23:52:52.000Z";"49494@octodon.social";"None"
1834091;"2017-04-06T23:52:53.196Z";"35893@mastodon.social";"None"
1834086;"2017-04-06T23:52:44.000Z";"49630@octodon.social";"None"
1834085;"2017-04-06T23:52:47.000Z";"55050@social.homunyan.com";"None"
1834077;"2017-04-06T23:52:44.606Z";"36546@mastodon.social";"None"
1834076;"2017-04-06T23:52:44.404Z";"32084@mastodon.social";"None"
1834071;"2017-04-06T23:52:36.000Z";"52876@slime.global";"None"
1834059;"2017-04-06T23:52:30.597Z";"15690@mastodon.social";"None"
1834053;"2017-04-06T23:52:25.000Z";"57793@kosmos.social";"None"
1834042;"2017-04-06T23:52:13.000Z";"54132@toot.cat";"None"
1834024;"2017-04-06T23:52:01.000Z";"49630@octodon.social";"None"
1834018;"2017-04-06T23:51:52.000Z";"48079@social.targaryen.house";"None"
1834007;"2017-04-06T23:51:42.000Z";"58626@anticapitalist.party";"None"
1833999;"2017-04-06T23:51:33.000Z";"53051@social.tchncs.de";"None"
1834219;"2017-04-06T23:54:48.106Z";"12094@mastodon.social";"None"
1834206;"2017-04-06T23:54:35.000Z";"47096@awoo.space";"None"
1834205;"2017-04-06T23:54:35.000Z";"54132@toot.cat";"None"
1834203;"2017-04-06T23:54:33.000Z";"54767@mastodon.ninetailed.uk";"None"
1834200;"2017-04-06T23:54:33.688Z";"27957@mastodon.social";"None"
1834192;"2017-04-06T23:54:26.000Z";"54281@acab.land";"None"
1834191;"2017-04-06T23:54:25.000Z";"49150@witches.town";"None"
1834165;"2017-04-06T23:54:07.000Z";"53051@social.tchncs.de";"None"
1834154;"2017-04-06T23:53:54.290Z";"14984@mastodon.social";"None"
1834149;"2017-04-06T23:53:49.000Z";"36775@maly.io";"None"
1834135;"2017-04-06T23:41:38.000Z";"46374@witches.town";"None"
1834124;"2017-04-06T23:46:27.000Z";"58656@octodon.social";"None"
1834119;"2017-04-06T23:53:14.000Z";"49837@cybre.space";"None"
1834117;"2017-04-06T23:53:12.000Z";"49150@witches.town";"None"
1834112;"2017-04-06T23:53:10.000Z";"55394@octodon.social";"None"
1834111;"2017-04-06T16:22:07.000Z";"35512@mastodon.xyz";"None"
1834345;"2017-04-06T23:56:40.961Z";"26126@mastodon.social";"None"
1834316;"2017-04-06T23:55:56.000Z";"32522@awoo.space";"None"
1834315;"2017-04-06T23:56:04.000Z";"53051@social.tchncs.de";"None"
1834309;"2017-04-06T23:56:13.281Z";"21255@mastodon.social";"None"
1834306;"2017-04-06T23:54:49.000Z";"52936@octodon.social";"None"
1834292;"2017-04-06T23:55:59.000Z";"49150@witches.town";"None"
1834278;"2017-04-06T23:56:27.000Z";"37692@7nw.eu";"None"
1834273;"2017-04-06T23:55:42.371Z";"35893@mastodon.social";"None"
1834271;"2017-04-06T23:55:41.000Z";"49970@witches.town";"None"
1834270;"2017-04-06T23:55:40.000Z";"49498@aleph.land";"None"
1834269;"2017-04-06T23:55:32.000Z";"40977@icosahedron.website";"None"
1834267;"2017-04-06T23:55:38.000Z";"53369@good-dragon.com";"None"
1834266;"2017-04-06T23:55:35.000Z";"49533@social.targaryen.house";"None"
1834259;"2017-04-06T23:55:27.753Z";"15830@mastodon.social";"None"
1834251;"2017-04-06T23:48:18.000Z";"58659@mastodon.cloud";"None"
1834246;"2017-04-06T23:54:23.000Z";"54522@mastodon.cloud";"None"
1834243;"2017-04-06T23:55:12.729Z";"13736@mastodon.social";"None"
1834241;"2017-04-06T23:55:10.638Z";"15217@mastodon.social";"None"
1834232;"2017-04-06T23:55:00.000Z";"49150@witches.town";"None"
1834467;"2017-04-06T22:23:20.000Z";"48317@social.wxcafe.net";"None"
1834463;"2017-04-06T22:23:09.000Z";"44101@social.wxcafe.net";"None"
1834461;"2017-04-06T23:58:07.281Z";"32084@mastodon.social";"None"
1834459;"2017-04-06T23:58:05.000Z";"53458@mastodon.technology";"None"
1834458;"2017-04-06T23:58:02.000Z";"58537@mastodon.cc";"None"
1834454;"2017-04-06T23:54:51.000Z";"58645@octodon.social";"None"
1834452;"2017-04-06T23:57:55.000Z";"53051@social.tchncs.de";"None"
1834440;"2017-04-06T23:57:52.000Z";"40760@m.opsnotice.xyz";"None"
1834437;"2017-04-06T22:20:18.000Z";"47761@social.wxcafe.net";"None"
1834435;"2017-04-06T22:20:02.000Z";"57550@social.wxcafe.net";"None"
1834433;"2017-04-06T23:55:24.000Z";"58668@octodon.social";"None"
1834416;"2017-04-06T23:52:50.000Z";"58634@mastodon.cloud";"None"
1834409;"2017-04-06T22:18:21.000Z";"47761@social.wxcafe.net";"None"
1834398;"2017-04-06T23:51:28.000Z";"58666@toot.cat";"None"
1834394;"2017-04-06T23:57:06.000Z";"53051@social.tchncs.de";"None"
1834361;"2017-04-06T23:56:47.000Z";"49150@witches.town";"None"
1834347;"2017-04-06T23:56:41.000Z";"54383@octodon.social";"None"
1834545;"2017-04-06T23:05:41.000Z";"57550@social.wxcafe.net";"None"
1834544;"2017-04-06T23:10:02.000Z";"44101@social.wxcafe.net";"None"
1834543;"2017-04-06T23:59:09.000Z";"47122@social.targaryen.house";"None"
1834540;"2017-04-06T23:59:05.000Z";"53051@social.tchncs.de";"None"
1834529;"2017-04-06T23:57:55.000Z";"47797@social.targaryen.house";"None"
1834527;"2017-04-06T22:56:11.000Z";"47732@witches.town";"None"
1834517;"2017-04-06T22:35:46.000Z";"51511@witches.town";"None"
1834516;"2017-04-06T22:52:55.000Z";"34419@social.wxcafe.net";"None"
1834514;"2017-04-06T23:58:51.203Z";"20290@mastodon.social";"None"
1834509;"2017-04-06T23:57:41.000Z";"49330@witches.town";"None"
1834496;"2017-04-06T22:36:01.000Z";"51511@witches.town";"None"
1834494;"2017-04-06T22:45:06.000Z";"50875@social.wxcafe.net";"None"
1834487;"2017-04-06T22:44:56.000Z";"48317@social.wxcafe.net";"None"
1834484;"2017-04-06T23:58:21.000Z";"53051@social.tchncs.de";"None"
1834483;"2017-04-06T23:58:26.665Z";"28570@mastodon.social";"None"
1834482;"2017-04-06T23:58:23.881Z";"15830@mastodon.social";"None"
1834478;"2017-04-06T22:33:31.000Z";"34419@social.wxcafe.net";"None"
1834476;"2017-04-06T23:58:18.822Z";"15512@mastodon.social";"None"
1834473;"2017-04-06T23:58:15.000Z";"46592@octodon.social";"None"
1834470;"2017-04-06T22:23:48.000Z";"47761@social.wxcafe.net";"None"
1834631;"2017-04-07T00:00:04.000Z";"57029@social.targaryen.house";"None"
1834629;"2017-04-07T00:00:11.859Z";"27692@mastodon.social";"None"
1834622;"2017-04-07T00:00:02.000Z";"510@social.undernet.uy";"None"
1834618;"2017-04-07T00:00:02.000Z";"55940@masto.themimitoof.fr";"None"
1834615;"2017-04-07T00:00:01.000Z";"57564@social.guizzyordi.info";"None"
1834614;"2017-04-07T00:00:01.000Z";"53458@mastodon.technology";"None"
1834613;"2017-04-07T00:00:01.000Z";"48693@masto.themimitoof.fr";"None"
1834610;"2017-04-06T23:44:34.000Z";"34419@social.wxcafe.net";"None"
1834604;"2017-04-06T23:59:51.000Z";"56260@bibeogaem.zone";"None"
1834600;"2017-04-06T23:59:54.529Z";"26733@mastodon.social";"None"
1834599;"2017-04-06T23:59:54.237Z";"28570@mastodon.social";"None"
1834590;"2017-04-06T23:59:39.000Z";"40400@awoo.space";"None"
1834586;"2017-04-06T23:59:37.000Z";"53051@social.tchncs.de";"None"
1834574;"2017-04-06T23:59:39.500Z";"15830@mastodon.social";"None"
1834570;"2017-04-06T23:58:42.000Z";"47462@icosahedron.website";"None"
1834566;"2017-04-06T23:20:43.000Z";"34419@social.wxcafe.net";"None"
1834562;"2017-04-06T23:18:50.000Z";"53451@social.wxcafe.net";"None"
1834560;"2017-04-06T23:18:29.000Z";"53451@social.wxcafe.net";"None"
1834559;"2017-04-06T23:17:22.000Z";"53451@social.wxcafe.net";"None"
1834546;"2017-04-06T23:09:28.000Z";"53451@social.wxcafe.net";"None"
1834721;"2017-04-07T00:01:17.000Z";"49016@octodon.social";"None"
1834719;"2017-04-07T00:01:32.000Z";"53051@social.tchncs.de";"None"
1834712;"2017-04-07T00:01:29.785Z";"13325@mastodon.social";"None"
1834711;"2017-04-07T00:01:29.595Z";"15830@mastodon.social";"None"
1834709;"2017-04-07T00:01:28.175Z";"35880@mastodon.social";"None"
1834706;"2017-04-07T00:01:26.823Z";"13851@mastodon.social";"None"
1834701;"2017-04-07T00:01:23.450Z";"13736@mastodon.social";"None"
1834700;"2017-04-06T20:26:46.000Z";"56464@mastodon.cloud";"None"
1834697;"2017-04-07T00:01:22.380Z";"15690@mastodon.social";"None"
1834695;"2017-04-07T00:01:10.000Z";"53051@social.tchncs.de";"None"
1834692;"2017-04-07T00:00:03.000Z";"53051@social.tchncs.de";"None"
1834691;"2017-04-07T00:01:17.762Z";"45530@mastodon.social";"None"
1834688;"2017-04-06T22:16:45.000Z";"44101@social.wxcafe.net";"None"
1834675;"2017-04-07T00:01:03.884Z";"16369@mastodon.social";"None"
1834673;"2017-04-07T00:01:01.388Z";"40223@mastodon.social";"None"
1834671;"2017-04-07T00:00:35.000Z";"49611@mastodon.club";"None"
1834661;"2017-04-07T00:00:49.142Z";"35036@mastodon.social";"None"
1834655;"2017-04-06T23:59:10.000Z";"52936@octodon.social";"None"
1834643;"2017-04-07T00:00:00.000Z";"54606@botsin.space";"None"
1834639;"2017-04-06T23:54:38.000Z";"58673@octodon.social";"None"
1834786;"2017-04-06T23:57:17.000Z";"58679@mastodon.cloud";"None"
1834779;"2017-04-07T00:00:41.000Z";"47462@icosahedron.website";"None"
1834777;"2017-04-07T00:00:33.000Z";"26036@icosahedron.website";"None"
1834776;"2017-04-07T00:02:30.964Z";"27957@mastodon.social";"None"
1834775;"2017-04-07T00:02:29.000Z";"49150@witches.town";"None"
1834770;"2017-04-07T00:01:00.000Z";"23583@awoo.space";"None"
1834765;"2017-04-07T00:02:13.000Z";"48983@mastodon.technology";"None"
1834763;"2017-04-07T00:02:17.321Z";"30764@mastodon.social";"None"
1834759;"2017-04-07T00:02:15.694Z";"32084@mastodon.social";"None"
1834753;"2017-04-07T00:00:45.000Z";"58638@masto.dog";"None"
1834751;"2017-04-07T00:00:18.000Z";"49197@mastodon.cloud";"None"
1834748;"2017-04-07T00:02:03.000Z";"58481@bibeogaem.zone";"None"
1834744;"2017-04-07T00:00:09.000Z";"50552@gs.archae.me";"None"
1834740;"2017-04-07T00:01:55.000Z";"54254@mastodon.technology";"None"
1834739;"2017-04-07T00:01:56.000Z";"58597@teatime.afternoonrobot.co.uk";"None"
1834726;"2017-04-07T00:00:19.000Z";"25262@icosahedron.website";"None"
1834723;"2017-04-07T00:01:16.000Z";"49257@octodon.social";"None"
1834887;"2017-04-07T00:04:13.000Z";"54140@notspam.tk";"None"
1834870;"2017-04-07T00:03:43.000Z";"24759@icosahedron.website";"None"
1834869;"2017-04-07T00:03:07.000Z";"40877@icosahedron.website";"None"
1834864;"2017-04-07T00:03:42.000Z";"47594@pouet.it";"None"
1834863;"2017-04-07T00:03:44.000Z";"49533@social.targaryen.house";"None"
1834852;"2017-04-07T00:02:22.000Z";"55324@social.lou.lt";"None"
1834850;"2017-04-06T23:54:16.000Z";"58677@mastodon.cloud";"None"
1834846;"2017-04-07T00:03:26.000Z";"53051@social.tchncs.de";"None"
1834845;"2017-04-07T00:03:27.671Z";"11214@mastodon.social";"None"
1834839;"2017-04-07T00:03:24.000Z";"50567@oc.todon.fr";"None"
1834827;"2017-04-07T00:03:14.000Z";"41979@maly.io";"None"
1834826;"2017-04-07T00:03:15.396Z";"15830@mastodon.social";"None"
1834818;"2017-04-07T00:02:53.000Z";"25262@icosahedron.website";"None"
1834811;"2017-04-07T00:02:56.000Z";"53006@mastodon.cloud";"None"
1834806;"2017-04-06T16:24:26.000Z";"40616@mastodon.xyz";"None"
1834804;"2017-04-07T00:01:08.000Z";"57413@anticapitalist.party";"None"
1834799;"2017-04-07T00:02:45.000Z";"52046@witches.town";"None"
1834797;"2017-04-07T00:02:22.000Z";"26036@icosahedron.website";"None"
1834793;"2017-04-07T00:02:39.000Z";"52812@tootplanet.space";"None"
1834791;"2017-04-07T00:00:02.000Z";"54114@social.lou.lt";"None"
1834992;"2017-04-07T00:05:54.000Z";"53222@cybre.space";"None"
1834991;"2017-04-06T16:24:53.000Z";"47634@mastodon.xyz";"None"
1834986;"2017-04-07T00:05:58.207Z";"15830@mastodon.social";"None"
1834983;"2017-04-07T00:05:53.000Z";"53051@social.tchncs.de";"None"
1834976;"2017-04-07T00:05:45.366Z";"15830@mastodon.social";"None"
1834971;"2017-04-07T00:05:40.000Z";"48790@social.tchncs.de";"None"
1834961;"2017-04-07T00:05:28.000Z";"54165@anticapitalist.party";"None"
1834958;"2017-04-07T00:05:25.000Z";"38198@octodon.social";"None"
1834949;"2017-04-07T00:05:17.000Z";"52132@oc.todon.fr";"None"
1834948;"2017-04-07T00:05:18.181Z";"26089@mastodon.social";"None"
1834943;"2017-04-07T00:05:09.000Z";"44101@social.wxcafe.net";"None"
1834928;"2017-04-07T00:04:59.750Z";"27554@mastodon.social";"None"
1834916;"2017-04-07T00:04:51.000Z";"50567@oc.todon.fr";"None"
1834910;"2017-04-07T00:04:47.321Z";"25677@mastodon.social";"None"
1834909;"2017-04-07T00:03:12.000Z";"53451@social.wxcafe.net";"None"
1834906;"2017-04-07T00:04:42.000Z";"47975@witches.town";"None"
1834904;"2017-04-07T00:04:34.000Z";"52876@slime.global";"None"
1834890;"2017-04-07T00:04:11.000Z";"50411@social.tchncs.de";"None"
1835089;"2017-04-07T00:07:07.209Z";"32540@mastodon.social";"None"
1835079;"2017-04-06T16:26:08.000Z";"41513@mastodon.xyz";"None"
1835076;"2017-04-07T00:07:01.253Z";"16750@mastodon.social";"None"
1835075;"2017-04-06T19:23:07.000Z";"57415@mastodon.cloud";"None"
1835071;"2017-04-06T16:25:28.000Z";"47549@mastodon.xyz";"None"
1835065;"2017-04-07T00:06:52.637Z";"11784@mastodon.social";"None"
1835058;"2017-04-07T00:06:38.000Z";"53051@social.tchncs.de";"None"
1835055;"2017-04-07T00:05:51.000Z";"25262@icosahedron.website";"None"
1835054;"2017-04-06T16:25:21.000Z";"47348@mastodon.xyz";"None"
1835052;"2017-04-07T00:06:44.752Z";"46173@mastodon.social";"None"
1835051;"2017-04-06T16:25:18.000Z";"44647@mastodon.xyz";"None"
1835048;"2017-04-07T00:06:37.722Z";"13325@mastodon.social";"None"
1835043;"2017-04-07T00:06:33.000Z";"56904@witches.town";"None"
1835042;"2017-04-06T16:25:10.000Z";"44647@mastodon.xyz";"None"
1835028;"2017-04-07T00:06:27.699Z";"15830@mastodon.social";"None"
1835027;"2017-04-07T00:06:26.707Z";"34294@mastodon.social";"None"
1835023;"2017-04-07T00:06:23.663Z";"11166@mastodon.social";"None"
1835015;"2017-04-07T00:06:16.000Z";"53695@social.tchncs.de";"None"
1835001;"2017-04-07T00:06:10.473Z";"30532@mastodon.social";"None"
1835168;"2017-04-07T00:08:22.109Z";"35880@mastodon.social";"None"
1835165;"2017-04-06T16:27:56.000Z";"48017@mastodon.xyz";"None"
1835160;"2017-04-07T00:08:14.707Z";"36996@mastodon.social";"None"
1835155;"2017-04-07T00:08:11.293Z";"11568@mastodon.social";"None"
1835137;"2017-04-07T00:07:54.000Z";"50600@cybre.space";"None"
1835134;"2017-04-07T00:07:50.000Z";"52876@slime.global";"None"
1835132;"2017-04-07T00:07:41.000Z";"40977@icosahedron.website";"None"
1835130;"2017-04-07T00:07:39.000Z";"26036@icosahedron.website";"None"
1835122;"2017-04-07T00:07:38.934Z";"31997@mastodon.social";"None"
1835120;"2017-04-07T00:07:36.046Z";"27430@mastodon.social";"None"
1835119;"2017-04-07T00:06:37.000Z";"53175@tootplanet.space";"None"
1835118;"2017-04-07T00:07:29.000Z";"52094@social.targaryen.house";"None"
1835117;"2017-04-07T00:07:30.569Z";"13325@mastodon.social";"None"
1835112;"2017-04-07T00:07:26.212Z";"39766@mastodon.social";"None"
1835110;"2017-04-07T00:06:29.000Z";"49533@social.targaryen.house";"None"
1835109;"2017-04-07T00:04:07.000Z";"58689@a.weirder.earth";"None"
1835104;"2017-04-07T00:07:10.000Z";"34419@social.wxcafe.net";"None"
1835100;"2017-04-07T00:05:44.000Z";"58687@mastodon.cloud";"None"
1835092;"2017-04-07T00:06:54.000Z";"47673@icosahedron.website";"None"
1835250;"2017-04-07T00:09:26.000Z";"58626@anticapitalist.party";"None"
1835248;"2017-04-07T00:09:18.000Z";"25262@icosahedron.website";"None"
1835245;"2017-04-06T16:28:47.000Z";"48593@mastodon.xyz";"None"
1835244;"2017-04-07T00:09:20.226Z";"35880@mastodon.social";"None"
1835242;"2017-04-07T00:09:19.705Z";"26126@mastodon.social";"None"
1835239;"2017-04-06T23:22:05.000Z";"58655@securitymastod.one";"None"
1835231;"2017-04-07T00:09:01.000Z";"49016@octodon.social";"None"
1835230;"2017-04-07T00:03:38.000Z";"55020@octodon.social";"None"
1835212;"2017-04-07T00:08:52.000Z";"57753@toot.cafe";"None"
1835203;"2017-04-07T00:08:48.000Z";"58313@mastodon.cloud";"None"
1835200;"2017-04-07T00:07:15.000Z";"54816@octodon.social";"None"
1835199;"2017-04-07T00:05:47.000Z";"48267@octodon.social";"None"
1835198;"2017-04-07T00:08:25.000Z";"53695@social.tchncs.de";"None"
1835197;"2017-04-07T00:07:02.000Z";"54716@octodon.social";"None"
1835196;"2017-04-07T00:07:50.000Z";"46592@octodon.social";"None"
1835191;"2017-04-07T00:06:08.000Z";"46592@octodon.social";"None"
1835178;"2017-04-07T00:08:32.110Z";"11568@mastodon.social";"None"
1835176;"2017-04-06T14:44:41.000Z";"48222@mastodon.xyz";"None"
1835173;"2017-04-06T16:28:04.000Z";"31061@mastodon.xyz";"None"
1835317;"2017-04-07T00:10:01.000Z";"49533@social.targaryen.house";"None"
1835311;"2017-04-07T00:08:51.000Z";"52876@slime.global";"None"
1835309;"2017-04-07T00:10:13.000Z";"53051@social.tchncs.de";"None"
1835308;"2017-04-07T00:10:19.907Z";"11784@mastodon.social";"None"
1835307;"2017-04-07T00:10:19.139Z";"30532@mastodon.social";"None"
